"fl_id,""eta"",""etd"",""landing"",""airborne"",""checkin_open"",""seat_f"",""seat_j"",""seat_y"",""book_load_f"",""book_load_j"",""book_load_y"",""final_f"",""final_j"",""final_y"",""final_a"",""final_c"",""final_i"",""bag_pcs"",""bag_kg"",""counter_no"",""counter_island"",""controller_id"",""supervisor_id"",""checkin_total_staff_deploy"",""checkin_closed"",""boardingstart"",""gate_f"",""gate_j"",""gate_y"",""gate_a"",""gate_c"",""gate_i"",""gate_staff_deploy"",""gate_no"",""boarding_finish"",""chock_on"",""chock_off"",""pax_door_open"",""pax_door_close"",""cargo_door_open"",""cargo_door_close"",""unloading_start"",""unloading_finish"",""loading_start"",""loading_finish"""
"47,""2025-09-29 17:11:00.000"",""2025-09-29 18:45:00.000"",""2025-09-29 17:32:00.000"",""2025-09-29 18:35:00.000"",""2025-09-29 15:45:00.000"","""",""28"",""265"","""",""16"",""187"","""",""18"",""180"",""194"",""4"",""1"",""222"",""3750"",""6"",""A"",""2204391"",""2309929"",""8"",""2025-09-29 17:45:00.000"",""2025-09-29 18:11:00.000"","""",""18"",""180"",""194"",""4"",""1"",""7"",""3"",""2025-09-29 18:27:00.000"",""2025-09-29 17:37:00.000"",""2025-09-29 18:35:00.000"",""2025-09-29 17:39:00.000"",""2025-09-29 18:31:00.000"",""2025-09-29 17:39:00.000"",""2025-09-29 18:29:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 17:58:00.000"",""2025-09-29 18:00:00.000"",""2025-09-29 18:15:00.000"""
"48,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"49,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"50,""2025-09-29 15:35:00.000"",""2025-09-29 18:30:00.000"",""2025-09-29 15:21:00.000"",""2025-09-29 18:38:00.000"",""2025-09-29 15:28:00.000"",""0"",""36"",""247"",""0"",""366"",""247"",""0"",""35"",""246"",""244"",""3"",""0"",""319"",""5696"",""8"",""B"",""1810803"",""1405399"",""12"",""2025-09-29 15:30:00.000"",""2025-09-29 17:38:00.000"",""0"",""35"",""246"",""278"",""3"",""0"",""5"",""8"",""2025-09-29 18:08:00.000"",""2025-09-29 15:32:00.000"",""2025-09-29 18:22:00.000"",""2025-09-29 15:33:00.000"",""2025-09-29 18:16:00.000"",""2025-09-29 15:36:00.000"",""2025-09-29 18:10:00.000"",""2025-09-29 15:38:00.000"",""2025-09-29 15:58:00.000"",""2025-09-29 17:25:00.000"",""2025-09-29 17:51:00.000"""
"51,""2025-09-29 19:45:00.000"",""2025-09-29 20:10:00.000"",""2025-09-29 20:27:00.000"",""2025-09-29 21:19:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 20:34:00.000"",""2025-09-29 21:09:00.000"",""2025-09-29 20:36:00.000"",""2025-09-29 20:58:00.000"",""2025-09-29 20:35:00.000"",""2025-09-29 21:07:00.000"",""2025-09-29 20:36:00.000"",""2025-09-29 20:47:00.000"",""2025-09-29 20:49:00.000"",""2025-09-29 21:03:00.000"""
"52,""2025-09-29 17:35:00.000"",""2025-09-29 18:25:00.000"",""2025-09-29 17:08:00.000"",""2025-09-29 18:31:00.000"",""2025-09-29 15:25:00.000"",""0"",""12"",""162"",""0"",""6"",""144"",""0"",""6"",""143"",""147"",""2"",""1"",""159"",""2224"",""4"",""C10-13"",""1912460"",""1912633"",""4"",""2025-09-29 17:25:00.000"",""2025-09-29 17:48:00.000"",""0"",""6"",""143"",""147"",""2"",""1"",""3"",""4"",""2025-09-29 18:00:00.000"",""2025-09-29 17:20:00.000"",""2025-09-29 18:11:00.000"",""2025-09-29 17:21:00.000"",""2025-09-29 18:05:00.000"",""2025-09-29 17:20:00.000"",""2025-09-29 18:11:00.000"",""2025-09-29 17:21:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 18:01:00.000"""
"53,""2025-09-29 18:30:00.000"",""2025-09-29 18:55:00.000"",""2025-09-29 18:31:00.000"",""2025-09-29 19:27:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 18:35:00.000"",""2025-09-29 19:15:00.000"",""2025-09-29 18:36:00.000"",""2025-09-29 19:00:00.000"",""2025-09-29 18:35:00.000"",""2025-09-29 19:10:00.000"",""2025-09-29 18:36:00.000"",""2025-09-29 18:50:00.000"",""2025-09-29 18:51:00.000"",""2025-09-29 19:05:00.000"""
"54,""2025-09-29 17:20:00.000"",""2025-09-29 18:20:00.000"",""2025-09-29 17:19:00.000"",""2025-09-29 18:27:00.000"",""2025-09-29 15:15:00.000"",""0"",""12"",""162"",""0"",""1"",""154"",""0"",""1"",""151"",""141"",""11"",""0"",""184"",""2417"",""4"",""1-Apr"",""1910036"",""0"",""0"",""2025-09-29 17:40:00.000"",""2025-09-29 17:50:00.000"",""0"",""1"",""151"",""141"",""11"",""0"",""4"",""5"",""2025-09-29 18:05:00.000"",""2025-09-29 17:25:00.000"",""2025-09-29 18:16:00.000"",""2025-09-29 17:28:00.000"",""2025-09-29 18:14:00.000"",""2025-09-29 17:27:00.000"",""2025-09-29 18:15:00.000"",""2025-09-29 17:29:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 17:43:00.000"",""2025-09-29 17:50:00.000"""
"55,""2025-09-29 17:45:00.000"",""2025-09-29 18:20:00.000"",""2025-09-29 17:45:00.000"",""2025-09-29 18:35:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 17:55:00.000"",""2025-09-29 18:25:00.000"",""2025-09-29 17:56:00.000"",""2025-09-29 18:19:00.000"",""2025-09-29 17:57:00.000"",""2025-09-29 18:20:00.000"",""2025-09-29 17:58:00.000"",""2025-09-29 18:02:00.000"",""2025-09-29 18:05:00.000"",""2025-09-29 18:12:00.000"""
"56,""2025-09-29 16:58:00.000"",""2025-09-29 18:05:00.000"",""2025-09-29 16:49:00.000"",""2025-09-29 18:27:00.000"",""2025-09-29 15:05:00.000"",""0"",""42"",""211"",""0"",""22"",""176"",""0"",""28"",""175"",""194"",""9"",""2"",""224"",""3522"",""12"",""C14-25"",""1109026"",""801006"",""17"",""2025-09-29 17:05:00.000"",""2025-09-29 17:43:00.000"",""0"",""28"",""175"",""194"",""9"",""2"",""6"",""9"",""2025-09-29 17:55:00.000"",""2025-09-29 17:05:00.000"",""2025-09-29 18:07:00.000"",""2025-09-29 17:08:00.000"",""2025-09-29 18:01:00.000"",""2025-09-29 17:08:00.000"",""2025-09-29 17:55:00.000"",""2025-09-29 17:12:00.000"",""2025-09-29 17:20:00.000"",""2025-09-29 17:21:00.000"",""2025-09-29 17:43:00.000"""
"57,""2025-09-28 23:40:00.000"",""2025-09-29 22:10:00.000"",""2025-09-28 23:25:00.000"",""2025-09-29 22:10:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 23:39:00.000"",""2025-09-29 21:51:00.000"",""2025-09-28 23:41:00.000"",""2025-09-29 21:50:00.000"",""2025-09-28 23:41:00.000"",""2025-09-29 21:41:00.000"",""2025-09-28 23:42:00.000"",""2025-09-29 00:05:00.000"",""2025-09-29 21:05:00.000"",""2025-09-29 21:40:00.000"""
"58,""2025-09-29 17:00:00.000"",""2025-09-29 17:43:00.000"",""2025-09-29 17:02:00.000"",""2025-09-29 17:57:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 17:08:00.000"",""2025-09-29 17:43:00.000"",""2025-09-29 17:10:00.000"",""2025-09-29 17:42:00.000"",""2025-09-29 17:10:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 17:10:00.000"",""2025-09-29 17:21:00.000"",""2025-09-29 17:25:00.000"",""2025-09-29 17:40:00.000"""
"59,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"60,""2025-09-29 15:41:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 15:32:00.000"",""2025-09-29 17:56:00.000"",""2025-09-29 14:40:00.000"",""0"",""35"",""386"",""0"",""30"",""373"",""0"",""31"",""365"",""387"",""9"",""0"",""488"",""7849"",""10"",""C"",""1609673"",""1207318"",""15"",""2025-09-29 16:40:00.000"",""2025-09-29 16:55:00.000"",""0"",""31"",""365"",""387"",""9"",""0"",""5"",""6"",""2025-09-29 17:18:00.000"",""2025-09-29 15:42:00.000"",""2025-09-29 17:35:00.000"",""2025-09-29 15:45:00.000"",""2025-09-29 17:32:00.000"",""2025-09-29 15:43:00.000"",""2025-09-29 17:20:00.000"",""2025-09-29 15:44:00.000"",""2025-09-29 16:11:00.000"",""2025-09-29 16:15:00.000"",""2025-09-29 17:05:00.000"""
"61,""2025-09-29 13:25:00.000"",""2025-09-29 17:30:00.000"",""2025-09-29 13:29:00.000"",""2025-09-29 17:37:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 13:35:00.000"",""2025-09-29 17:27:00.000"",""2025-09-29 13:39:00.000"",""2025-09-29 17:15:00.000"",""2025-09-29 13:38:00.000"",""2025-09-29 16:50:00.000"",""2025-09-29 13:40:00.000"",""2025-09-29 13:45:00.000"",""2025-09-29 16:18:00.000"",""2025-09-29 16:42:00.000"""
"62,""2025-09-29 17:10:00.000"",""2025-09-29 17:50:00.000"",""2025-09-29 17:17:00.000"",""2025-09-29 18:09:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 17:25:00.000"",""2025-09-29 17:59:00.000"",""2025-09-29 17:27:00.000"",""2025-09-29 17:46:00.000"",""2025-09-29 17:25:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 17:27:00.000"",""2025-09-29 17:30:00.000"",""2025-09-29 17:31:00.000"",""2025-09-29 17:38:00.000"""
"63,""2025-09-29 15:57:00.000"",""2025-09-29 17:30:00.000"",""2025-09-29 15:38:00.000"",""2025-09-29 17:44:00.000"",""2025-09-29 14:00:00.000"",""0"",""12"",""393"",""0"",""12"",""348"",""0"",""12"",""345"",""347"",""10"",""2"",""502"",""7363"",""8"",""B"",""2703004"",""1908662"",""12"",""2025-09-29 16:30:00.000"",""2025-09-29 16:40:00.000"",""0"",""12"",""345"",""347"",""10"",""2"",""4"",""5"",""2025-09-29 17:18:00.000"",""2025-09-29 15:46:00.000"",""2025-09-29 17:25:00.000"",""2025-09-29 15:49:00.000"",""2025-09-29 17:23:00.000"",""2025-09-29 15:49:00.000"",""2025-09-29 17:21:00.000"",""2025-09-29 15:51:00.000"",""2025-09-29 16:08:00.000"",""2025-09-29 16:15:00.000"",""2025-09-29 17:00:00.000"""
"64,""2025-09-29 18:45:00.000"",""2025-09-29 19:20:00.000"",""2025-09-29 19:59:00.000"",""2025-09-29 20:50:00.000"",""2025-09-29 16:25:00.000"",""0"",""0"",""174"",""0"",""0"",""132"",""0"",""0"",""130"",""119"",""9"",""2"",""166"",""1930"",""4"",""E19-E22"",""2201034"",""2207566"",""5"",""2025-09-29 18:25:00.000"",""2025-09-29 20:22:00.000"",""0"",""0"",""130"",""119"",""9"",""2"",""4"",""3"",""2025-09-29 20:35:00.000"",""2025-09-29 20:09:00.000"",""2025-09-29 20:39:00.000"",""2025-09-29 20:10:00.000"",""2025-09-29 20:37:00.000"",""2025-09-29 20:11:00.000"",""2025-09-29 20:35:00.000"",""2025-09-29 20:13:00.000"",""2025-09-29 20:21:00.000"",""2025-09-29 20:22:00.000"",""2025-09-29 20:34:00.000"""
"65,""2025-09-29 17:29:00.000"",""2025-09-29 18:04:00.000"",""2025-09-29 17:29:00.000"",""2025-09-29 18:04:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 17:29:00.000"",""2025-09-29 18:04:00.000"",""2025-09-29 17:30:00.000"",""2025-09-29 18:02:00.000"",""2025-09-29 17:30:00.000"",""2025-09-29 17:56:00.000"",""2025-09-29 17:33:00.000"",""2025-09-29 17:43:00.000"",""2025-09-29 17:44:00.000"",""2025-09-29 17:54:00.000"""
"66,""2025-09-29 15:50:00.000"",""2025-09-29 17:00:00.000"",""2025-09-29 15:47:00.000"",""2025-09-29 17:28:00.000"",""2025-09-29 14:00:00.000"",""0"",""42"",""211"",""0"",""30"",""179"",""0"",""36"",""187"",""213"",""10"",""3"",""241"",""3430"",""12"",""C"",""9615614"",""9412384"",""17"",""2025-09-29 16:00:00.000"",""2025-09-29 16:30:00.000"",""0"",""36"",""186"",""211"",""12"",""3"",""6"",""U7"",""2025-09-29 16:50:00.000"",""2025-09-29 15:54:00.000"",""2025-09-29 16:58:00.000"",""2025-09-29 15:57:00.000"",""2025-09-29 16:57:00.000"",""2025-09-29 15:57:00.000"",""2025-09-29 16:54:00.000"",""2025-09-29 15:59:00.000"",""2025-09-29 16:19:00.000"",""2025-09-29 16:19:00.000"",""2025-09-29 16:50:00.000"""
"67,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"68,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"69,""2025-09-29 18:10:00.000"",""2025-09-29 18:50:00.000"",""2025-09-29 18:11:00.000"",""2025-09-29 19:12:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 18:20:00.000"",""2025-09-29 18:55:00.000"",""2025-09-29 18:22:00.000"",""2025-09-29 18:43:00.000"",""2025-09-29 18:21:00.000"",""2025-09-29 18:48:00.000"",""2025-09-29 18:22:00.000"",""2025-09-29 18:32:00.000"",""2025-09-29 18:33:00.000"",""2025-09-29 18:45:00.000"""
"70,""2025-09-29 15:40:00.000"",""2025-09-29 16:30:00.000"",""2025-09-29 15:38:00.000"",""2025-09-29 16:51:00.000"",""2025-09-29 13:30:00.000"",""0"",""12"",""144"",""0"",""7"",""139"",""0"",""7"",""138"",""142"",""3"",""0"",""171"",""2697"",""5"",""13-17"",""1910040"",""2005322"",""7"",""2025-09-29 17:50:00.000"",""2025-09-29 15:40:00.000"","""",""7"",""138"",""142"",""3"",""0"",""7"",""6"",""2025-09-29 15:50:00.000"",""2025-09-29 15:43:00.000"",""2025-09-29 16:35:00.000"",""2025-09-29 15:44:00.000"",""2025-09-29 16:33:00.000"",""2025-09-29 15:44:00.000"",""2025-09-29 16:20:00.000"",""2025-09-29 15:45:00.000"",""2025-09-29 15:58:00.000"",""2025-09-29 15:59:00.000"",""2025-09-29 16:10:00.000"""
"71,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"72,""2025-09-29 15:20:00.000"",""2025-09-29 16:25:00.000"",""2025-09-29 15:26:00.000"",""2025-09-29 17:10:00.000"",""2025-09-29 13:20:00.000"",""0"",""12"",""162"",""0"",""12"",""158"",""0"",""12"",""160"",""165"",""7"",""0"",""184"",""3041"",""4"",""D"",""1911219"",""1109023"",""5"",""2025-09-29 15:40:00.000"",""2025-09-29 15:57:00.000"",""0"",""12"",""160"",""165"",""7"",""0"",""4"",""7"",""2025-09-29 16:16:00.000"",""2025-09-29 15:32:00.000"",""2025-09-29 16:45:00.000"",""2025-09-29 15:35:00.000"",""2025-09-29 16:22:00.000"",""2025-09-29 15:34:00.000"",""2025-09-29 16:22:00.000"",""2025-09-29 15:36:00.000"",""2025-09-29 15:51:00.000"",""2025-09-29 15:53:00.000"",""2025-09-29 16:21:00.000"""
"73,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"74,""2025-09-29 14:55:00.000"",""2025-09-29 16:10:00.000"",""2025-09-29 15:00:00.000"",""2025-09-29 16:12:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 15:07:00.000"",""2025-09-29 16:07:00.000"",""2025-09-29 15:08:00.000"",""2025-09-29 16:02:00.000"",""2025-09-29 15:07:00.000"",""2025-09-29 16:00:00.000"",""2025-09-29 15:08:00.000"",""2025-09-29 15:16:00.000"",""2025-09-29 15:16:00.000"",""2025-09-29 15:52:00.000"""
"75,""2025-09-29 14:40:00.000"",""2025-09-29 16:10:00.000"",""2025-09-29 14:43:00.000"",""2025-09-29 16:13:00.000"",""2025-09-29 12:55:00.000"",""0"",""42"",""396"",""0"",""27"",""281"",""0"",""28"",""283"",""307"",""4"",""1"",""322"",""5325"",""7"",""B"",""1008003"",""1109019"",""9"",""2025-09-29 15:10:00.000"",""2025-09-29 15:31:00.000"","""",""28"",""283"",""307"",""4"",""1"",""8"",""5"",""2025-09-29 15:48:00.000"",""2025-09-29 14:47:00.000"",""2025-09-29 15:58:00.000"",""2025-09-29 14:49:00.000"",""2025-09-29 15:53:00.000"",""2025-09-29 14:52:00.000"",""2025-09-29 15:53:00.000"",""2025-09-29 14:53:00.000"",""2025-09-29 15:12:00.000"",""2025-09-29 15:13:00.000"",""2025-09-29 15:36:00.000"""
"76,""2025-09-29 16:25:00.000"",""2025-09-29 16:55:00.000"",""2025-09-29 16:09:00.000"",""2025-09-29 17:29:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 16:18:00.000"",""2025-09-29 17:14:00.000"",""2025-09-29 16:20:00.000"",""2025-09-29 17:03:00.000"",""2025-09-29 16:19:00.000"",""2025-09-29 16:50:00.000"",""2025-09-29 16:20:00.000"",""2025-09-29 16:32:00.000"",""2025-09-29 16:33:00.000"",""2025-09-29 16:45:00.000"""
"77,""2025-09-28 19:25:00.000"",""2025-09-29 18:05:00.000"",""2025-09-28 19:15:00.000"",""2025-09-29 18:01:00.000"",""2025-09-28 15:05:00.000"",""0"",""0"",""95"",""0"",""0"",""73"",""0"",""0"",""72"",""67"",""5"",""0"",""72"",""991"",""4"",""E19-E22"",""2201034"",""2207566"",""5"",""2025-09-29 17:05:00.000"",""2025-09-29 17:34:00.000"",""0"",""0"",""72"",""67"",""5"",""0"",""4"",""1"",""2025-09-29 17:44:00.000"",""2025-09-28 19:23:00.000"",""2025-09-29 17:48:00.000"",""2025-09-28 19:26:00.000"",""2025-09-29 17:45:00.000"",""2025-09-28 20:14:00.000"",""2025-09-29 17:43:00.000"",""2025-09-28 20:15:00.000"",""2025-09-28 20:16:00.000"",""2025-09-29 17:09:00.000"",""2025-09-29 17:37:00.000"""
"78,""2025-09-29 15:05:00.000"",""2025-09-29 16:05:00.000"",""2025-09-29 14:51:00.000"",""2025-09-29 16:33:00.000"",""2025-09-29 13:05:00.000"",""0"",""27"",""263"",""0"",""27"",""265"",""0"",""27"",""260"",""279"",""8"",""2"",""346"",""4716"",""4"",""C10-13"",""1911177"",""1912460"",""4"",""2025-09-29 15:05:00.000"",""2025-09-29 15:30:00.000"",""0"",""27"",""260"",""277"",""8"",""2"",""3"",""9"",""2025-09-29 15:44:00.000"",""2025-09-29 15:00:00.000"",""2025-09-29 16:03:00.000"",""2025-09-29 15:01:00.000"",""2025-09-29 15:55:00.000"",""2025-09-29 15:02:00.000"",""2025-09-29 15:50:00.000"",""2025-09-29 15:05:00.000"",""2025-09-29 15:28:00.000"",""2025-09-29 15:23:00.000"",""2025-09-29 15:38:00.000"""
"79,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"80,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"81,""2025-09-29 14:45:00.000"",""2025-09-29 15:45:00.000"",""2025-09-29 14:50:00.000"",""2025-09-29 16:00:00.000"",""2025-09-29 12:45:00.000"",""0"",""12"",""162"",""0"",""1"",""105"",""0"",""1"",""105"",""102"",""4"",""2"",""132"",""1819"",""5"",""C"",""2107244"",""2305497"",""5"",""2025-09-29 14:45:00.000"",""2025-09-29 15:23:00.000"",""0"",""1"",""105"",""102"",""4"",""2"",""5"",""14:45"",""2025-09-29 15:30:00.000"",""2025-09-29 15:00:00.000"",""2025-09-29 15:35:00.000"",""2025-09-29 15:02:00.000"",""2025-09-29 15:34:00.000"",""2025-09-29 15:02:00.000"",""2025-09-29 15:31:00.000"",""2025-09-29 15:03:00.000"",""2025-09-29 15:16:00.000"",""2025-09-29 15:17:00.000"",""2025-09-29 15:30:00.000"""
"82,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"83,""2025-09-29 14:40:00.000"",""2025-09-29 15:30:00.000"",""2025-09-29 14:40:00.000"",""2025-09-29 16:09:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 14:49:00.000"",""2025-09-29 15:45:00.000"",""2025-09-29 14:51:00.000"",""2025-09-29 15:29:00.000"",""2025-09-29 14:51:00.000"",""2025-09-29 15:31:00.000"",""2025-09-29 15:06:00.000"",""2025-09-29 15:16:00.000"",""2025-09-29 15:17:00.000"",""2025-09-29 15:29:00.000"""
"84,""2025-09-29 16:55:00.000"",""2025-09-29 17:40:00.000"",""2025-09-29 16:35:00.000"",""2025-09-29 17:46:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 16:40:00.000"",""2025-09-29 17:33:00.000"",""2025-09-29 16:42:00.000"",""2025-09-29 17:28:00.000"",""2025-09-29 16:41:00.000"",""2025-09-29 17:26:00.000"",""2025-09-29 16:42:00.000"",""2025-09-29 16:59:00.000"",""2025-09-29 17:01:00.000"",""2025-09-29 17:25:00.000"""
"85,"""","""","""","""",""2025-09-29 12:15:00.000"","""",""8"",""174"","""",""8"",""170"","""",""8"",""173"",""148"",""33"",""2"",""157"",""2525"",""4"",""D16-D19"",""2211399"",""1911217"",""4"",""2025-09-29 14:15:00.000"",""2025-09-29 14:42:00.000"","""",""8"",""173"",""148"",""33"",""2"",""3"",""8"",""2025-09-29 15:00:00.000"","""","""","""","""",""2025-09-29 14:10:00.000"",""2025-09-29 15:02:00.000"",""2025-09-29 14:11:00.000"",""2025-09-29 14:25:00.000"",""2025-09-29 14:35:00.000"",""2025-09-29 14:52:00.000"""
"86,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"87,""2025-09-29 13:06:00.000"",""2025-09-29 14:50:00.000"",""2025-09-29 13:06:00.000"",""2025-09-29 15:32:00.000"",""2025-09-29 11:50:00.000"",""0"",""30"",""258"",""0"",""7"",""256"",""0"",""8"",""252"",""254"",""6"",""1"",""371"",""4997"",""6"",""D8-13"",""2003166"",""9311204"",""12"",""2025-09-29 13:50:00.000"",""2025-09-29 14:00:00.000"",""0"",""8"",""252"",""255"",""6"",""1"",""4"",""5"",""2025-09-29 14:25:00.000"",""2025-09-29 13:16:00.000"",""2025-09-29 15:01:00.000"",""2025-09-29 13:18:00.000"",""2025-09-29 14:32:00.000"",""2025-09-29 13:19:00.000"",""2025-09-29 14:35:00.000"",""2025-09-29 13:21:00.000"",""2025-09-29 13:39:00.000"",""2025-09-29 13:40:00.000"",""2025-09-29 14:34:00.000"""
